Id,SalePrice
1461,123398.125
1462,160593.31
1463,188474.86
1464,190644.34
1465,187687.08
1466,171656.28
1467,175393.48
1468,165197.56
1469,186963.2
1470,127664.766
1471,205713.08
1472,92567.36
1473,94677.35
1474,153359.39
1475,119184.266
1476,387158.5
1477,251046.97
1478,280709.2
1479,263156.97
1480,472623.47
1481,346550.56
1482,207095.11
1483,172733.72
1484,158862.88
1485,178636.66
1486,195821.4
1487,337326.47
1488,236976.94
1489,196419.39
1490,212230.75
1491,192635.16
1492,92509.195
1493,182276.9
1494,290430.5
1495,292948.03
1496,234398.2
1497,185958.31
1498,163921.22
1499,158491.23
1500,147484.56
1501,171156.23
1502,157099.98
1503,297843.78
1504,241361.38
1505,220595.02
1506,199765.94
1507,250266.75
1508,205047.34
1509,163558.92
1510,146403.0
1511,143221.2
1512,176484.1
1513,142140.39
1514,155248.84
1515,183517.92
1516,149219.5
1517,157586.92
1518,140201.08
1519,224699.7
1520,133302.6
1521,134116.0
1522,167547.03
1523,114197.78
1524,121896.88
1525,121724.72
1526,117791.34
1527,106210.3
1528,129013.04
1529,146005.61
1530,166916.42
1531,114027.25
1532,102156.734
1533,148770.36
1534,119766.84
1535,151151.9
1536,111507.28
1537,67921.71
1538,156115.45
1539,182651.19
1540,99928.47
1541,138745.14
1542,140532.67
1543,220514.69
1544,83696.18
1545,109255.16
1546,130551.98
1547,130785.64
1548,133826.98
1549,104694.57
1550,135857.1
1551,116966.125
1552,136041.06
1553,140844.61
1554,115520.55
1555,165401.55
1556,79220.56
1557,111723.58
1558,90975.58
1559,81714.09
1560,129178.99
1561,129624.37
1562,127603.164
1563,119797.45
1564,158471.11
1565,138542.31
1566,235739.92
1567,80850.875
1568,222898.38
1569,145510.47
1570,138259.47
1571,113941.586
1572,151832.25
1573,238032.44
1574,108895.03
1575,219836.02
1576,227157.28
1577,193401.67
1578,137452.38
1579,146883.52
1580,201604.4
1581,153288.9
1582,130565.92
1583,339105.0
1584,225814.66
1585,142556.22
1586,72381.21
1587,96006.65
1588,147531.55
1589,100855.81
1590,132963.34
1591,98900.18
1592,116648.85
1593,126531.336
1594,136075.58
1595,106282.14
1596,242436.62
1597,178799.42
1598,196639.97
1599,168594.48
1600,169762.75
1601,66188.03
1602,112593.94
1603,88276.85
1604,266435.0
1605,248928.75
1606,167244.03
1607,167571.8
1608,219880.08
1609,189594.19
1610,153788.94
1611,139922.7
1612,164858.55
1613,164549.75
1614,128613.66
1615,84889.27
1616,74703.2
1617,91710.71
1618,123929.42
1619,137158.4
1620,164985.95
1621,134588.28
1622,139153.81
1623,272004.44
1624,210813.27
1625,123700.24
1626,163898.69
1627,189899.83
1628,275479.1
1629,172954.42
1630,346223.53
1631,220424.69
1632,245738.34
1633,169760.48
1634,189988.6
1635,174220.53
1636,152384.92
1637,191450.94
1638,188316.75
1639,183443.73
1640,286444.22
1641,176014.3
1642,227225.3
1643,226902.44
1644,236597.56
1645,198862.86
1646,157676.97
1647,159386.11
1648,134313.25
1649,139431.58
1650,117312.87
1651,123472.88
1652,98621.58
1653,97218.59
1654,146068.84
1655,153418.17
1656,147192.16
1657,149154.48
1658,148020.42
1659,129640.32
1660,146360.27
1661,454557.47
1662,422972.7
1663,399949.5
1664,440247.94
1665,307485.66
1666,308138.53
1667,373374.25
1668,328399.88
1669,291529.72
1670,344282.88
1671,261299.61
1672,447322.84
1673,287887.47
1674,246179.8
1675,180805.11
1676,190289.23
1677,214876.08
1678,436256.12
1679,398694.3
1680,362670.3
1681,238300.45
1682,297882.4
1683,177541.53
1684,178229.11
1685,167697.3
1686,169764.53
1687,167027.58
1688,191928.44
1689,189017.2
1690,189566.17
1691,176578.38
1692,260868.36
1693,168149.55
1694,180537.7
1695,166955.9
1696,272174.38
1697,171073.34
1698,357414.88
1699,326103.2
1700,240938.2
1701,267378.8
1702,262085.28
1703,267876.78
1704,288079.7
1705,223908.25
1706,411261.2
1707,217192.0
1708,205474.88
1709,272269.16
1710,218797.36
1711,254390.0
1712,264089.44
1713,274041.34
1714,227323.27
1715,200100.19
1716,179712.47
1717,174330.22
1718,133846.16
1719,199148.31
1720,242971.55
1721,165802.22
1722,125233.83
1723,156186.94
1724,211151.31
1725,236848.62
1726,179625.6
1727,156135.27
1728,186948.39
1729,163657.53
1730,146224.94
1731,121246.94
1732,129728.13
1733,117511.29
1734,120575.03
1735,133826.98
1736,119723.11
1737,287294.75
1738,219289.95
1739,290720.4
1740,223590.95
1741,192517.62
1742,165091.72
1743,167739.53
1744,287326.8
1745,214261.98
1746,190381.83
1747,210278.14
1748,230582.05
1749,154943.84
1750,136072.47
1751,245962.97
1752,123820.266
1753,148159.83
1754,201322.94
1755,173363.48
1756,129526.63
1757,119293.55
1758,148109.67
1759,161762.12
1760,168337.27
1761,140303.94
1762,174567.28
1763,168400.2
1764,117238.61
1765,165690.3
1766,178293.7
1767,214239.31
1768,143650.45
1769,178879.92
1770,145765.62
1771,129675.19
1772,140789.69
1773,132566.27
1774,131635.02
1775,135691.22
1776,126475.35
1777,109319.67
1778,137120.22
1779,111090.37
1780,177943.42
1781,133206.64
1782,86095.51
1783,137649.53
1784,101237.7
1785,118614.586
1786,129407.48
1787,165460.86
1788,56551.844
1789,98904.6
1790,84489.88
1791,188286.94
1792,158451.31
1793,131541.28
1794,143460.98
1795,130969.85
1796,116213.05
1797,112984.19
1798,122206.52
1799,102739.82
1800,125555.875
1801,127073.45
1802,120616.32
1803,150131.34
1804,141492.44
1805,139374.8
1806,119576.13
1807,130689.99
1808,113662.45
1809,115985.51
1810,140635.77
1811,105591.01
1812,98173.02
1813,120850.516
1814,99261.41
1815,58004.344
1816,92669.375
1817,109418.04
1818,135411.73
1819,123859.25
1820,64554.734
1821,106963.32
1822,138170.23
1823,52810.133
1824,136224.52
1825,126399.76
1826,100556.836
1827,109893.23
1828,139267.84
1829,114258.89
1830,145214.92
1831,152167.81
1832,94005.98
1833,143628.0
1834,120399.1
1835,139477.98
1836,127566.914
1837,92325.44
1838,125436.68
1839,92229.42
1840,150962.47
1841,139706.7
1842,86128.78
1843,129892.28
1844,136258.42
1845,132400.5
1846,153999.56
1847,164241.67
1848,58685.785
1849,108849.87
1850,120646.45
1851,156113.81
1852,130308.92
1853,135852.94
1854,173607.67
1855,148609.83
1856,226637.7
1857,140836.81
1858,132728.2
1859,114322.55
1860,145354.03
1861,115193.695
1862,301206.1
1863,293894.94
1864,293894.94
1865,321668.66
1866,332381.88
1867,237303.3
1868,311445.34
1869,209291.83
1870,236854.48
1871,238662.06
1872,165185.42
1873,235964.38
1874,147251.67
1875,211294.92
1876,193320.12
1877,209743.8
1878,194296.22
1879,130897.555
1880,138463.84
1881,243505.08
1882,258031.6
1883,193434.67
1884,204492.33
1885,248845.45
1886,308499.0
1887,203803.9
1888,278455.88
1889,160587.19
1890,123848.375
1891,138616.98
1892,106186.195
1893,134696.66
1894,132905.53
1895,130938.76
1896,122715.47
1897,116357.33
1898,104521.484
1899,148016.06
1900,149455.78
1901,167554.38
1902,133463.25
1903,208824.48
1904,134190.84
1905,191904.47
1906,175514.12
1907,200997.75
1908,103351.97
1909,141933.84
1910,121349.664
1911,210108.16
1912,294297.7
1913,139444.2
1914,66399.836
1915,288197.03
1916,66014.99
1917,262206.0
1918,139443.94
1919,171085.42
1920,151400.06
1921,433965.16
1922,313375.1
1923,212364.61
1924,230781.11
1925,200828.77
1926,396146.22
1927,128754.92
1928,158138.83
1929,117383.16
1930,131944.08
1931,143653.2
1932,134058.84
1933,166296.92
1934,184922.7
1935,168755.98
1936,185872.69
1937,184745.72
1938,172396.5
1939,243491.14
1940,188246.72
1941,177516.64
1942,186253.64
1943,202249.52
1944,345010.9
1945,387681.34
1946,129380.33
1947,303646.38
1948,169276.14
1949,249762.22
1950,189076.52
1951,250709.14
1952,232311.62
1953,166808.38
1954,185155.47
1955,128361.25
1956,293226.4
1957,150732.3
1958,304753.44
1959,141697.97
1960,115584.89
1961,119672.19
1962,98692.42
1963,99359.055
1964,109418.66
1965,148531.62
1966,143308.11
1967,273826.84
1968,419482.2
1969,402141.4
1970,442129.94
1971,445021.3
1972,391696.8
1973,261136.95
1974,309783.22
1975,447085.3
1976,266805.47
1977,367636.47
1978,372325.97
1979,350638.94
1980,195547.66
1981,343968.8
1982,223760.75
1983,203828.2
1984,170008.84
1985,220417.95
1986,223217.69
1987,170759.08
1988,172935.8
1989,196338.47
1990,204900.7
1991,231285.25
1992,214859.89
1993,169742.53
1994,239941.45
1995,190851.55
1996,255451.17
1997,312025.38
1998,332121.72
1999,248157.94
2000,329755.0
2001,263463.3
2002,247373.45
2003,266037.16
2004,263235.5
2005,219135.25
2006,229202.8
2007,249215.67
2008,218213.88
2009,187244.42
2010,195273.89
2011,138712.2
2012,175949.0
2013,177341.69
2014,187328.38
2015,205270.19
2016,189399.03
2017,200114.52
2018,122875.68
2019,131025.82
2020,112432.984
2021,110344.49
2022,177576.9
2023,138999.17
2024,248992.39
2025,343375.9
2026,175967.12
2027,149196.03
2028,146922.19
2029,161178.05
2030,271604.22
2031,236027.83
2032,251755.92
2033,265916.9
2034,162463.23
2035,215400.28
2036,190756.19
2037,194681.11
2038,287901.47
2039,218455.44
2040,315676.03
2041,288868.72
2042,204630.84
2043,173988.55
2044,172338.64
2045,214450.47
2046,142668.03
2047,141866.7
2048,135561.38
2049,142200.47
2050,183090.16
2051,105221.98
2052,129392.17
2053,143695.95
2054,80303.664
2055,153313.17
2056,140144.92
2057,116218.02
2058,222902.84
2059,128489.48
2060,170893.3
2061,178798.9
2062,132248.44
