Id,SalePrice
1461,124699.63039669023
1462,159631.3679732749
1463,185115.6713404082
1464,190043.73156167706
1465,189462.97447814373
1466,173266.4726429119
1467,175768.97916586342
1468,167158.95863325152
1469,184014.5237910711
1470,125001.84447419824
1471,199700.31102406743
1472,92313.32943820546
1473,95338.61588661757
1474,151695.82066965345
1475,121714.07079731794
1476,371129.90119741985
1477,253129.78750557243
1478,285318.1990971596
1479,275384.37371535506
1480,479694.93589561246
1481,336428.1870227824
1482,204718.80401590606
1483,175216.42124360183
1484,161654.48646943286
1485,179598.38687634032
1486,196215.14457572246
1487,334331.57906750066
1488,236364.36584084504
1489,195021.21769047182
1490,218778.27737266396
1491,189043.19753314636
1492,89578.2560917408
1493,180610.2757437214
1494,290898.9621479751
1495,290242.04623550037
1496,232725.94660365727
1497,185241.3822727793
1498,161001.25215293205
1499,158522.2218113329
1500,148787.5539037381
1501,173120.99543718528
1502,153934.34785788966
1503,290692.1007598138
1504,240761.70681336027
1505,224406.6881607859
1506,191928.90147370507
1507,245704.00767707883
1508,199786.0807595278
1509,162139.78058652682
1510,147243.15307698044
1511,143237.12847714085
1512,171838.74225437958
1513,144614.84449148108
1514,160473.24409830166
1515,185049.04380458064
1516,149697.9517301164
1517,158021.40991563583
1518,132115.022306369
1519,224498.33101496712
1520,135033.7483232462
1521,134825.79293017648
1522,168193.17666814313
1523,111834.7543380436
1524,122574.07717303929
1525,123668.87824448737
1526,121407.01434616992
1527,103096.48105178741
1528,132164.72592638127
1529,145037.3135098925
1530,169799.85350488516
1531,111945.18544854588
1532,102487.03187035909
1533,147305.65092040738
1534,116339.41354462576
1535,155694.6724345382
1536,112589.28451732149
1537,64453.61923382233
1538,158062.99186828302
1539,192582.13531905686
1540,99978.39196035927
1541,144184.08760644487
1542,142261.53487406793
1543,216364.98773390986
1544,83596.08604127087
1545,109872.28700909647
1546,130990.78623596708
1547,132740.76088248444
1548,133643.1973360424
1549,104316.32355865481
1550,135553.2306374445
1551,117979.17093688739
1552,129214.53078049983
1553,142421.16084325433
1554,113069.68633623049
1555,166945.44030293106
1556,83967.91235862466
1557,111607.0867609876
1558,89513.34138919471
1559,89896.68550059067
1560,134956.29464140802
1561,134629.10711683283
1562,128185.23994277445
1563,121497.00552772041
1564,157172.03142995352
1565,139704.7713424639
1566,230151.25106488523
1567,73926.7007106925
1568,224883.86167314285
1569,141807.89707085575
1570,136536.99238351354
1571,115490.29907593539
1572,150048.0957068876
1573,238375.1629090799
1574,112292.75494646683
1575,218178.11694035822
1576,225777.93157926912
1577,190176.13784942366
1578,140050.79099354957
1579,145056.8058359634
1580,195269.69997609654
1581,149072.24138655674
1582,130173.52895907336
1583,334765.2704532995
1584,228933.5394313598
1585,143359.54432081914
1586,70473.50068457049
1587,97930.5344043925
1588,147038.3813820468
1589,101652.1041049851
1590,133976.86345899024
1591,98153.61542005977
1592,120830.46254966367
1593,124663.077562952
1594,134242.65213083022
1595,112438.30032876125
1596,243822.658295224
1597,180104.08388940647
1598,197882.21599699557
1599,170016.38803068083
1600,171610.76456421628
1601,66916.06076578132
1602,111082.13572765043
1603,86868.5212466472
1604,271987.5074802155
1605,246905.79559860606
1606,169555.0795533809
1607,166715.92920238024
1608,217540.521837342
1609,185839.0128862424
1610,154071.97569331859
1611,138143.1955957652
1612,162388.3649578265
1613,162679.22048347272
1614,127735.47268190907
1615,85926.86728520325
1616,74477.5360536353
1617,91549.76530848653
1618,123910.12061585672
1619,137215.54575517814
1620,159780.98052034748
1621,136220.05710767175
1622,139631.23255826812
1623,272263.94596088654
1624,212564.68474212533
1625,122180.40414782235
1626,163230.03812491114
1627,186822.35303239382
1628,271670.0168484597
1629,173902.05355607098
1630,340800.97769807023
1631,213349.85530334816
1632,243957.63259388632
1633,170009.99090382358
1634,189405.17197243194
1635,176444.86734976264
1636,154474.47774128034
1637,188451.43009427545
1638,194598.36798332515
1639,181860.16222784139
1640,273475.6546430801
1641,175446.59812817298
1642,226328.65496267827
1643,227406.94066208304
1644,232662.08281937934
1645,192959.7690971151
1646,157037.2784353629
1647,156455.4345141346
1648,134016.20125901158
1649,139640.11664715025
1650,119627.868413227
1651,120448.54753891217
1652,96803.61067463896
1653,96849.53746347627
1654,147336.4960930352
1655,150136.58362657425
1656,145877.81664213273
1657,150077.64465484052
1658,146564.50435594475
1659,130937.30103611812
1660,147791.6916162701
1661,467455.49340860895
1662,413533.2813070774
1663,399863.6212259341
1664,453711.3431718605
1665,305368.3612128099
1666,315366.0329892185
1667,384406.0200118937
1668,338394.9104550107
1669,295310.26593003934
1670,350882.9335235318
1671,264276.5221121574
1672,451628.6019576159
1673,291917.1171348776
1674,245253.74916786357
1675,184982.08930171194
1676,190380.84899360815
1677,217681.57169973155
1678,450404.9424408965
1679,400332.55675478774
1680,356942.44107056106
1681,237671.6853439766
1682,300306.7334397189
1683,179902.69884386225
1684,176893.47051576508
1685,170839.77792214122
1686,168442.04013718077
1687,168967.62628311
1688,191969.00694384307
1689,189023.45269538276
1690,190391.87541780062
1691,177720.07504111767
1692,259968.16592712465
1693,169916.48615252413
1694,180675.66915019607
1695,165400.35545421857
1696,274605.81957575877
1697,169600.26193274301
1698,361450.31630444323
